youtube_id,label,path
ALZgCQ70si0,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ALZgCQ70si0_000054_000064.mp4
y2LxDO1YZ7g,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\y2LxDO1YZ7g_000129_000139.mp4
B4DRKcc6MCs,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\B4DRKcc6MCs_000008_000018.mp4
dHuFmLfgrrw,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\dHuFmLfgrrw_000043_000053.mp4
0KUo8zx5wJo,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\0KUo8zx5wJo_000073_000083.mp4
-L1UGukkW4Y,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-L1UGukkW4Y_000000_000010.mp4
keR89NmDqUM,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\keR89NmDqUM_000042_000052.mp4
XuMp5DMNOKs,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XuMp5DMNOKs_000007_000017.mp4
QjZJXbxW4eY,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\QjZJXbxW4eY_000068_000078.mp4
Wds6NtcJ5ss,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Wds6NtcJ5ss_000008_000018.mp4
66FVg1RDtYE,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\66FVg1RDtYE_000441_000451.mp4
5-kzWlJzY7A,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5-kzWlJzY7A_000264_000274.mp4
wChTPB4S8LE,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wChTPB4S8LE_000082_000092.mp4
FreqqAT1YmU,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\FreqqAT1YmU_000339_000349.mp4
P8YuIT1P6qY,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\P8YuIT1P6qY_000003_000013.mp4
5WwkrhXPXxk,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5WwkrhXPXxk_000001_000011.mp4
nSjQfjLUkK0,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\nSjQfjLUkK0_000014_000024.mp4
ztmN8r04eR4,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ztmN8r04eR4_000001_000011.mp4
X10Cw0avM68,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\X10Cw0avM68_000018_000028.mp4
SemHruGQhuY,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\SemHruGQhuY_000215_000225.mp4
wigj0-Sf5mU,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wigj0-Sf5mU_000002_000012.mp4
y-XuRl0RHDY,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\y-XuRl0RHDY_000021_000031.mp4
9I3VN925pd8,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\9I3VN925pd8_000020_000030.mp4
mbAGfFiMFF0,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\mbAGfFiMFF0_000203_000213.mp4
k3pMzFMzWeY,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\k3pMzFMzWeY_000003_000013.mp4
XMaE72PRVZ4,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XMaE72PRVZ4_000292_000302.mp4
HnoneAxULdk,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\HnoneAxULdk_000105_000115.mp4
RXft4igDRRw,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\RXft4igDRRw_000040_000050.mp4
DWb849b4gRE,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\DWb849b4gRE_000201_000211.mp4
H7vwHT14bmg,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\H7vwHT14bmg_000184_000194.mp4
2Ea6cRoGT2A,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\2Ea6cRoGT2A_000055_000065.mp4
RjtGxjNjOWI,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\RjtGxjNjOWI_000023_000033.mp4
sMPOXCaNnPw,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sMPOXCaNnPw_000008_000018.mp4
-oCRYzuBews,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-oCRYzuBews_000004_000014.mp4
hYZE-WwJVkc,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hYZE-WwJVkc_000006_000016.mp4
vzyW5V02x2E,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\vzyW5V02x2E_000018_000028.mp4
TT4JRlcBOuA,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\TT4JRlcBOuA_000319_000329.mp4
yQ1-phUfQoU,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\yQ1-phUfQoU_000086_000096.mp4
ZujUXfQ1upQ,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ZujUXfQ1upQ_000049_000059.mp4
vEN5kjWGlLI,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\vEN5kjWGlLI_000131_000141.mp4
MsV90iilZqY,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\MsV90iilZqY_000024_000034.mp4
0vl1EYfOJnI,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\0vl1EYfOJnI_000025_000035.mp4
o7fm1VCTePc,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\o7fm1VCTePc_000128_000138.mp4
wxgQkaWXoH4,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wxgQkaWXoH4_000069_000079.mp4
MP4fTy-Aryk,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\MP4fTy-Aryk_000063_000073.mp4
utDw4sn8ETQ,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\utDw4sn8ETQ_000213_000223.mp4
PnZrbUwkJjU,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\PnZrbUwkJjU_000001_000011.mp4
uNclRxGTZpQ,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\uNclRxGTZpQ_000000_000010.mp4
-ST43MBGm5E,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-ST43MBGm5E_000013_000023.mp4
QNmrqIrWX8E,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\QNmrqIrWX8E_000239_000249.mp4
Do6To1K5Mv8,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Do6To1K5Mv8_000008_000018.mp4
IOebwvSFdcA,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\IOebwvSFdcA_000062_000072.mp4
dwMOsX-5JII,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\dwMOsX-5JII_000001_000011.mp4
8yivEC2i2m8,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8yivEC2i2m8_000121_000131.mp4
A4UDN1ruKII,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\A4UDN1ruKII_000071_000081.mp4
tGhJwdvrE2o,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\tGhJwdvrE2o_000008_000018.mp4
Yj--aCOLVO4,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Yj--aCOLVO4_000000_000010.mp4
3rTZnsjlGZk,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\3rTZnsjlGZk_000002_000012.mp4
8Fsq2snvMR8,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8Fsq2snvMR8_000305_000315.mp4
-NnynSMg5Xg,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-NnynSMg5Xg_000010_000020.mp4
T7y8-r8kSG4,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\T7y8-r8kSG4_001506_001516.mp4
e6r-A-LAe2E,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\e6r-A-LAe2E_000014_000024.mp4
2LOiaSVIv18,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\2LOiaSVIv18_000003_000013.mp4
U1G60yqwpCQ,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\U1G60yqwpCQ_000011_000021.mp4
acIRXSzK9M0,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\acIRXSzK9M0_000026_000036.mp4
ar7yoozU7qs,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ar7yoozU7qs_000000_000010.mp4
eFwQ-XR87Ig,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\eFwQ-XR87Ig_000075_000085.mp4
x7OxuUFOYUE,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\x7OxuUFOYUE_000001_000011.mp4
ZWRxOCfl-QI,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ZWRxOCfl-QI_000035_000045.mp4
oM5ZzR2KBSQ,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\oM5ZzR2KBSQ_000150_000160.mp4
zPURIORuLhY,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\zPURIORuLhY_000016_000026.mp4
b3JVKNF3EBE,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\b3JVKNF3EBE_000001_000011.mp4
VUtBBVV8k5A,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\VUtBBVV8k5A_000020_000030.mp4
qrWFJ9oh1Dk,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\qrWFJ9oh1Dk_000598_000608.mp4
GbBKnZoROMk,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\GbBKnZoROMk_000187_000197.mp4
Fmhkjv1NWaI,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Fmhkjv1NWaI_000000_000010.mp4
7kpagUj4MoA,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\7kpagUj4MoA_000170_000180.mp4
SW-wnaUs59Q,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\SW-wnaUs59Q_000086_000096.mp4
7T--KYZlBBE,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\7T--KYZlBBE_000024_000034.mp4
mlhMzTjKZUk,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\mlhMzTjKZUk_000230_000240.mp4
IDZpxyrzO2M,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\IDZpxyrzO2M_000042_000052.mp4
afTSSYmZ8Bk,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\afTSSYmZ8Bk_000026_000036.mp4
sDgarLwZ-NE,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sDgarLwZ-NE_000095_000105.mp4
g9cnMoJkupM,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\g9cnMoJkupM_000003_000013.mp4
YVuChCkgfSU,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\YVuChCkgfSU_000013_000023.mp4
F0LsTjnmU-w,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\F0LsTjnmU-w_000072_000082.mp4
LhwkaVb3cyo,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\LhwkaVb3cyo_000022_000032.mp4
sozHZ9OBWEo,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sozHZ9OBWEo_000001_000011.mp4
XmeZhNHdSRE,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XmeZhNHdSRE_000386_000396.mp4
5sQ56c6XKIk,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5sQ56c6XKIk_000012_000022.mp4
Cf540gES9gU,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Cf540gES9gU_000002_000012.mp4
dSYL0EM5V4Q,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\dSYL0EM5V4Q_000001_000011.mp4
HBcoMvk6Cqk,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\HBcoMvk6Cqk_000228_000238.mp4
uv6J1UkxdTk,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\uv6J1UkxdTk_000365_000375.mp4
GbnJdZrlalw,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\GbnJdZrlalw_000041_000051.mp4
bmZFaUzPt4g,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\bmZFaUzPt4g_000115_000125.mp4
P11LeAPAZ-0,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\P11LeAPAZ-0_000062_000072.mp4
vBAxwHHaUtc,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\vBAxwHHaUtc_000033_000043.mp4
sRAx3BqUsiQ,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sRAx3BqUsiQ_000102_000112.mp4
8kLIT0ny2no,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8kLIT0ny2no_000041_000051.mp4
n3IDBXplWGk,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\n3IDBXplWGk_000000_000010.mp4
bYbSOVojNqc,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\bYbSOVojNqc_000001_000011.mp4
5g8KH8VcQfw,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5g8KH8VcQfw_000990_001000.mp4
QKsvOTAFhNM,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\QKsvOTAFhNM_000461_000471.mp4
eiidyIko56o,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\eiidyIko56o_000347_000357.mp4
gqvFOFzHKKc,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\gqvFOFzHKKc_000505_000515.mp4
BVrO5ZMRG2I,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\BVrO5ZMRG2I_000011_000021.mp4
-36efvC2K54,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-36efvC2K54_000073_000083.mp4
fvefXKMi3cU,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\fvefXKMi3cU_000149_000159.mp4
4Z-P8GQ4i9o,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4Z-P8GQ4i9o_000063_000073.mp4
tAxBaXsowIA,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\tAxBaXsowIA_000006_000016.mp4
ic5bSz8iX4c,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ic5bSz8iX4c_000066_000076.mp4
WdpYBQ09kos,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\WdpYBQ09kos_000002_000012.mp4
JlslBBl18Gw,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\JlslBBl18Gw_000002_000012.mp4
VvCsS9smYWY,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\VvCsS9smYWY_000029_000039.mp4
5UjbIP73Mn0,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5UjbIP73Mn0_000002_000012.mp4
IzQu5m9GPiI,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\IzQu5m9GPiI_000017_000027.mp4
kiJ0byFG-Ms,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kiJ0byFG-Ms_000036_000046.mp4
i9iBTB9fhAE,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\i9iBTB9fhAE_000270_000280.mp4
8iKJkFGf9GM,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8iKJkFGf9GM_000029_000039.mp4
4JLfhFRWJh8,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4JLfhFRWJh8_000033_000043.mp4
km2b4xvlxSE,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\km2b4xvlxSE_000000_000010.mp4
8mbPcghX4Rc,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8mbPcghX4Rc_000109_000119.mp4
8avHpKo6ucM,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8avHpKo6ucM_000390_000400.mp4
NEcsW26vKF4,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\NEcsW26vKF4_000139_000149.mp4
7qh4GOREefY,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\7qh4GOREefY_000059_000069.mp4
F06gZ7JLNqs,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\F06gZ7JLNqs_000016_000026.mp4
9nzovh25kaY,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\9nzovh25kaY_000402_000412.mp4
XAAxbwEJfWE,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XAAxbwEJfWE_000086_000096.mp4
2StDM0ovnmY,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\2StDM0ovnmY_000288_000298.mp4
VZ1VbETOHcg,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\VZ1VbETOHcg_000047_000057.mp4
mZNtHxDUM3w,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\mZNtHxDUM3w_000085_000095.mp4
Ygf3FrwfOow,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Ygf3FrwfOow_000248_000258.mp4
sd9Pmd3yHi0,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sd9Pmd3yHi0_000001_000011.mp4
Eu84APmhhOw,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Eu84APmhhOw_000005_000015.mp4
XRr73IaaG-8,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XRr73IaaG-8_000062_000072.mp4
Yht6Qkg8VwI,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Yht6Qkg8VwI_000068_000078.mp4
PP9vozQBM5M,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\PP9vozQBM5M_000014_000024.mp4
ovz8SgZokAo,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ovz8SgZokAo_000266_000276.mp4
EO9ZKeBSGSw,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\EO9ZKeBSGSw_000004_000014.mp4
NnWLHNLeLuw,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\NnWLHNLeLuw_000042_000052.mp4
EExcZXpQwnU,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\EExcZXpQwnU_000052_000062.mp4
sZaQlVO9TD0,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sZaQlVO9TD0_000025_000035.mp4
20V-n44E2hc,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\20V-n44E2hc_000003_000013.mp4
B-Y8Y1BTeYU,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\B-Y8Y1BTeYU_000004_000014.mp4
uKVHPSvjTKQ,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\uKVHPSvjTKQ_000321_000331.mp4
lHR5Xux6EMY,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\lHR5Xux6EMY_000045_000055.mp4
iFQzwndy1ko,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\iFQzwndy1ko_000269_000279.mp4
